Input_Power,Speed,Output_Power,Efficiency
16.2365290684455,127.809452832462,3.48206763083578,21.4475254168334
16.3143162371493,128.714731036173,3.43613407965017,21.0614434598595
16.2648847579833,127.893441378434,3.39143022119549,20.8499520476895
16.2011046066677,127.190017128479,3.43367721844616,21.1931987843697
16.2077324285722,127.139328859551,3.47587009894816,21.4448722672588
16.2524084662053,127.7878249473,3.42202252539134,21.0559153871644
16.2391079980222,128.63457509365,3.35715388550367,20.6736176003782
16.263087037829,129.580297370652,3.45205961109762,21.2228580272489
16.3967104714853,129.355041538506,3.51955942210304,21.4653546716231
16.5191138929884,128.921849047804,3.50807871402703,21.2351945031289
16.5305978919901,128.047884551426,3.51562934323965,21.2623314090906
16.4621730903652,127.697131283734,3.50263099941961,21.2701190899346
16.3439605854593,126.545326266915,3.47212337180689,21.2454099321197
16.3172949438844,127.125516789697,3.50723958365306,21.4933864882289
16.3811971188805,128.415928992659,3.51362878869722,21.4474228594797
16.5732090176543,130.199573037117,3.54633205170531,21.406003270656
16.6951293931657,130.383952372842,3.56602704356747,21.3746634561066
16.94,127.53,3.3697,19.892
